year,Base case cost,Modeled non-residential ashp
2017,1001607.17346,1165755.62958
2018,1079520.90383,1238725.39221
2019,1177216.44032,1329757.31999
2020,1224488.4741,1373805.02698
2021,1256003.16328,1403170.16498
2022,1281214.91463,1426662.27537
2023,1296972.25923,1441344.84437
2024,1309578.1349,1453090.89957
2025,1325335.4795,1467773.46856
2026,1347395.76193,1488329.06516
2027,1355802.98348,1495661.51111
2028,1360922.79432,1499921.50147
2029,1379627.69514,1517336.67158
2030,1384509.60785,1521358.76381
2031,1387732.59729,1523292.02254
