year,Base case cost,Modeled residential ashp
2017,955604.703481,1590093.55916
2018,1041197.20911,1651718.90414
2019,1163669.3037,1746222.39466
2020,1231165.69876,1794331.07589
2021,1296462.60682,1842519.42152
2022,1346002.03937,1876560.00987
2023,1396554.47254,1913216.64895
2024,1447892.7825,1950930.49319
2025,1500016.96924,1989695.1833
2026,1557683.20692,2033598.07827
2027,1613925.63648,2076661.16188
2028,1668575.85574,2118710.10938
2029,1726558.44104,2164001.10838
2030,1777631.30131,2203611.62966
2031,1842559.28896,2255650.58999
