year,Base case cost,Modeled non-residential ashp
2017,151651.602175,183984.200477
2018,161913.927868,192971.583649
2019,182004.230416,211350.779128
2020,188438.981728,217013.854704
2021,192915.330467,220953.385539
2022,196272.592021,223908.033665
2023,198510.76639,225877.799083
2024,200469.168963,227601.343823
2025,195671.578175,222535.344083
2026,205505.061295,232033.316013
2027,207743.235664,234003.08143
2028,209421.866441,235480.405493
2029,211939.812607,237696.391588
2030,221032.921697,246588.193964
2031,223638.263206,248891.575402
