year,Base case cost,Modeled non-residential ashp
2017,160305.50075,243769.160871
2018,172348.821428,254328.810443
2019,189950.597803,270288.065081
2020,198288.28135,277315.158888
2021,203846.737047,281679.3971
2022,208478.783462,285171.607889
2023,211258.01131,286895.53834
2024,214037.239159,288642.042947
2025,216816.467008,290410.592626
2026,220522.104139,293096.36883
2027,223764.53663,295355.319792
2028,226080.559837,296739.103692
2029,229786.196968,299486.484671
2030,231639.015534,300462.049339
2031,235344.652666,303248.131329
