year,Base case cost,Modeled residential ashp
2017,44040.985306,282470.418607
2018,47413.3427009,280618.751387
2019,53605.6439447,281197.564341
2020,55884.293293,278852.677941
2021,59046.4686091,277722.845829
2022,60267.9528471,274878.12602
2023,62818.1854587,273551.363505
2024,63445.2394319,270488.624954
2025,66060.7194603,269392.31311
2026,68725.1350514,268424.646187
2027,69714.6515738,265859.921194
2028,72227.1406636,264963.266314
2029,75008.4578766,264340.593708
2030,75700.7592666,261805.021844
2031,78665.4261038,261474.449429
