year,annotation,consumption,consumption residential,consumption non-residential
2003,,1022739.0,516894.0,505845.0
2004,,1064752.0,504626.0,560126.0
2005,,1079523.0,492101.0,587422.0
2006,,1161928.0,508205.0,653723.0
2007,,1149318.0,509913.0,639405.0
2008,,1209081.0,539119.0,669962.0
2009,,1254714.0,559070.0,695644.0
2010,,1463676.0,569870.0,893806.0
2011,,1594247.0,569064.0,1025183.0
2012,,1576449.0,601396.0,975053.0
2013,,1537936.0,581581.0,956355.0
2014,,1445548.0,546032.0,899516.0
2015,,1432985.0,546021.0,886964.0
2016,start of forecast,1503762.0,589484.0,914278.0
2017,,1510917.0,596639.0,914278.0
2018,,1518199.0,603921.0,914278.0
2019,,1525622.0,611344.0,914278.0
2020,,1533179.0,618901.0,914278.0
2021,,1540894.0,626616.0,914278.0
2022,,1548801.0,634523.0,914278.0
2023,,1556933.0,642655.0,914278.0
2024,,1565272.0,650994.0,914278.0
2025,,1573785.0,659507.0,914278.0
2026,,1582443.0,668165.0,914278.0
2027,,1591245.0,676967.0,914278.0
2028,,1600213.0,685935.0,914278.0
2029,,1609461.0,695183.0,914278.0
2030,,1618864.0,704586.0,914278.0
2031,,1628445.0,714166.0,914278.0
2032,,1638112.0,723833.0,914278.0
2033,,1647939.0,733661.0,914278.0
2034,,1657975.0,743697.0,914278.0
2035,,1668186.0,753907.0,914278.0
2036,,1678616.0,764338.0,914278.0
2037,,1689271.0,774993.0,914278.0
2038,,1700093.0,785815.0,914278.0
2039,,1711057.0,796779.0,914278.0
2040,,1722171.0,807893.0,914278.0
