year,Base case cost,Modeled non-residential ashp
2017,448843.028081,556379.915484
2018,478886.360745,582335.782863
2019,518944.137631,617646.35319
2020,538062.622054,633538.702579
2021,551718.682356,644397.695317
2022,560822.722558,651068.530151
2023,568105.954719,656088.891316
2024,573568.37884,659457.794728
2025,579941.206981,663712.971291
2026,588134.843162,669699.713147
2027,595418.075323,674878.411884
2028,600880.499444,678401.941831
2029,609074.135625,684500.582148
2030,613626.155726,687249.864796
2031,621819.791907,693418.801349
