year,Base case cost,Modeled residential ashp
2017,856978.849563,1455835.30588
2018,939703.00641,1515208.94384
2019,1045790.79348,1594383.66541
2020,1112815.15592,1642794.50054
2021,1180017.79202,1693742.50901
2022,1229191.19444,1728664.90954
2023,1285270.82433,1771443.88271
2024,1338131.12465,1811947.9607
2025,1383713.07091,1845065.11877
2026,1444793.54172,1893217.52255
2027,1504730.43356,1940804.79177
2028,1560965.83808,1985612.7182
2029,1625260.69385,2037651.61055
2030,1680738.24559,2082483.11882
2031,1758067.6768,2147978.81183
