year,Base case cost,Modeled residential ashp
2017,28155.5233202,153474.161447
2018,31041.1643334,149154.334495
2019,35048.9990739,144072.772401
2020,37052.9164441,140495.621036
2021,38335.4235611,137491.483083
2022,39377.4605936,134710.36599
2023,40098.8708469,132209.268273
2024,40659.9677106,129870.801845
2025,41381.3779639,127461.32969
2026,42182.944912,125037.928532
2027,42904.3551652,122715.837466
2028,42085.9693668,119034.40521
2029,42860.6679647,116710.64121
2030,43325.4871235,114670.3826
2031,44177.6555812,112365.266675
