year,Base case cost,Modeled non-residential ashp
2017,145924.887402,148284.616012
2018,159195.964215,158582.386425
2019,177775.471753,172999.265003
2020,186622.856295,179864.445279
2021,192816.025474,184670.071471
2022,197239.717745,188102.661609
2023,200778.671562,190848.733719
2024,203432.886925,192908.287802
2025,206529.471514,195311.100898
2026,210510.794558,198400.432022
2027,213607.379148,200803.245119
2028,216261.594511,202862.799201
2029,220242.917555,205952.130325
2030,222454.76369,207668.425394
2031,226436.086734,210757.756518
