year,Base case cost,Modeled non-residential ashp
2017,667728.657533,730531.831801
2018,747716.421264,615146.981078
2019,857699.596395,465321.516811
2020,910191.566343,383009.784092
2021,945186.212976,321586.631294
2022,975181.624375,266473.805618
2023,992678.947691,226399.95908
2024,1010176.27101,186787.374208
2025,1027673.59432,147625.24136
2026,1050170.15287,103076.345637
2027,1070167.09381,61870.3631157
2028,1087664.41712,23997.2246896
2029,1110160.97567,-19292.8869073
2030,1122659.06375,-50529.6016943
2031,1147655.23992,-95942.2560555
