year,Base case cost,Modeled non-residential ashp
2017,206702.729494,345559.511423
2018,226371.574341,364181.477745
2019,253767.465377,390665.72743
2020,266411.722779,402228.95125
2021,275543.686457,410261.739011
2022,282568.273903,416187.314729
2023,287485.485114,420005.006793
2024,291700.237581,423138.071085
2025,296617.448793,427009.778853
2026,302237.118749,431619.504605
2027,307154.329961,435542.725765
2028,311369.082428,438778.845814
2029,316286.29364,442751.193966
2030,319798.587362,445323.33372
2031,326120.716063,450766.444783
