year,Base case cost,Modeled non-residential ashp
2017,114519.075416,301185.89586
2018,126368.056453,295331.158369
2019,143351.595941,288525.965465
2020,151250.916633,283625.883349
2021,157175.407152,279200.311558
2022,161125.067498,275247.430486
2023,164284.795775,271527.340427
2024,166654.591982,268038.305693
2025,169419.354224,264540.50894
2026,173369.01457,260873.54673
2027,176133.776813,257512.048405
2028,178898.539055,254216.312704
2029,182058.267332,250905.424381
2030,184033.097504,247895.375017
2031,187982.75785,244549.700737
