year,Base case cost,Modeled residential ashp
2017,86301.8761723,500941.681284
2018,95231.2994199,466987.244591
2019,108585.145313,422634.708789
2020,114568.677478,397666.135698
2021,119056.326602,377160.879314
2022,122048.092685,361114.626893
2023,124441.505551,346955.586789
2024,125591.338461,334034.418416
2025,127674.870553,321059.274653
2026,130651.344968,305675.402984
2027,132052.950321,292341.381073
2028,133433.14734,279141.818535
2029,135789.860206,265915.950544
2030,136550.295676,254707.562184
2031,138753.093353,239311.516419
