year,Base case cost,Modeled non-residential ashp
2017,199827.569404,252770.699498
2018,223170.667124,268454.668701
2019,254294.797416,289759.623427
2020,269856.862563,299899.453739
2021,280231.57266,306333.793106
2022,288877.164408,311548.80592
2023,294064.519457,314300.557923
2024,298387.315331,316453.554878
2025,304439.229555,319872.315449
2026,311355.702953,323934.629434
2027,316543.058002,326774.928218
2028,321730.413051,329636.082004
2029,327782.327274,333139.287362
2030,331240.563973,334797.325512
2031,338157.037372,338961.527847
