year,Base case cost,Modeled non-residential ashp
2017,24141.381546,110618.022119
2018,26113.0544193,111143.858126
2019,28764.6144904,112255.826535
2020,30056.400166,112272.216159
2021,30940.253523,111976.954088
2022,31620.1407207,111537.575228
2023,32096.0617591,110953.517267
2024,32436.005358,110280.26784
2025,32911.9263964,109741.438355
2026,33523.8248743,109336.505106
2027,33999.7459127,108840.808928
2028,34339.6895115,108253.850311
2029,34883.5992697,107855.326165
2030,35223.5428685,107308.538562
2031,35835.4413465,107005.280814
