year,Base case cost,Modeled solar power (pv)
2016,4265044.65992,4764364.85365
2017,5216263.87102,5703075.04466
2018,5965561.44366,6442805.23334
2019,7003204.46273,7467159.33717
2020,7493140.5774,7951336.49242
2021,7810158.06337,8264983.98291
2022,8069358.47451,8521632.36331
2023,8270910.46616,8721431.35789
2024,8414632.70212,8864180.99847
2025,8587158.22443,9035386.92438
2026,8817491.94497,9263695.8882
2027,8989988.30132,9434934.75112
2028,9133656.64367,9577734.00909
2029,9334729.93316,9777243.60286
2030,9478158.60741,9919851.41044
2031,9679395.47989,10119583.5993
2032,9909202.94509,10347568.6705
2033,10139203.1592,10575783.4363
2034,10397757.481,10832244.8738
2035,10541074.5637,10974875.1999
