year,Base case cost,Modeled residential ashp
2017,304808.059923,446177.824243
2018,334838.77103,476297.199571
2019,375444.630517,517025.824901
2020,398009.939956,539647.970379
2021,409247.94446,550924.623389
2022,424456.091074,566162.324744
2023,437208.361921,578935.056565
2024,449456.540835,591201.423011
2025,462575.068378,604340.411528
2026,476595.337981,618383.415546
2027,490101.051173,631909.589713
2028,503060.814525,644887.540596
2029,517677.559317,659527.019804
2030,529482.636124,671345.73726
2031,545241.805948,687129.914941
