year,Base case cost,Modeled non-residential ashp
2017,454.255057289,1128.78020964
2018,506.578415114,1059.44716503
2019,582.531676474,965.911657869
2020,617.976531775,914.809893712
2021,643.294285561,874.565432156
2022,661.860638338,841.662832304
2023,673.675590105,816.094438718
2024,685.490541872,790.837570713
2025,697.305493639,765.884927703
2026,714.183996164,735.967977828
2027,727.686798183,709.848760619
2028,737.813899698,687.520475631
2029,753.00455197,660.207480436
2030,761.443803232,640.179893278
2031,778.322305756,611.647176369
