year,Base case cost,Modeled non-residential ashp
2017,40009997.4156,40223446.6188
2018,44914144.8476,44376505.6789
2019,51667041.4542,50077878.5647
2020,55164668.4292,53049743.6793
2021,57593389.737,55127957.0802
2022,59325729.6629,56609934.2154
2023,60677928.1273,57761842.4473
2024,61729739.6675,58663436.3131
2025,62874714.3921,59633157.0843
2026,64356952.7852,60890068.9658
2027,65728606.216,62061432.1641
2028,66766572.8001,62949181.0737
2029,67775974.5407,63758292.5818
2030,68363658.2415,64220794.8873
2031,69816881.2789,65423655.134
