year,Base case cost,Modeled residential ashp
2017,40009997.4156,25617175.6754
2018,44914144.8476,27284907.1537
2019,51667041.4542,29506821.425
2020,55164668.4292,30738957.2323
2021,57593389.737,31657351.0951
2022,59325729.6629,32310885.703
2023,60677928.1273,32800039.9132
2024,61729739.6675,33204568.2626
2025,62874714.3921,33594379.2647
2026,64356952.7852,34105692.8716
2027,65728606.216,34614302.0481
2028,66766572.8001,35004985.4414
2029,67775974.5407,35151342.9277
2030,68363658.2415,35199623.9696
2031,69816881.2789,35574041.689
