year,Base case cost,Modeled non-residential ashp
2017,1122602.46289,1273804.66964
2018,1201422.82834,1345301.04789
2019,1310758.48925,1445471.46366
2020,1359070.7647,1488469.89468
2021,1394665.4847,1519595.71175
2022,1420095.87015,1541242.70123
2023,1439291.33643,1557339.04002
2024,1454593.86188,1569592.83164
2025,1472445.99734,1584287.27948
2026,1492841.91734,1601415.40466
2027,1510688.34734,1616199.13893
2028,1525985.28734,1628637.38232
2029,1543843.82824,1643523.81881
2030,1556597.4837,1653665.4121
2031,1581311.08997,1675335.14224
