year,Base case cost,Modeled transmission and interties
2021,1929506.85973,4404661.11995
2022,1983104.2725,4464620.56723
2023,2018835.88101,4509143.50759
2024,2050101.03846,4544119.85183
2025,2085832.64697,4584092.81669
2026,2130855.1642,4639032.60824
2027,2171424.74004,4684440.91698
2028,2203810.45058,4720740.14806
2029,2244419.05439,4766192.1174
2030,2271244.78014,4796202.06762
2031,2316343.10169,4851232.01352
2032,2361456.43399,4906280.28111
2033,2410653.44304,4956760.90287
2034,2460263.24792,5016840.14072
2035,2491575.68926,5051869.38148
2036,2540780.95422,5106915.33123
2037,2571661.83626,5141437.14939
2038,2620419.03009,5195957.20477
2039,2656192.66873,5240532.51625
2040,2709398.30071,5304582.83954
