year,Base case cost,Modeled residential ashp
2017,1818036.79752,2227478.50615
2018,1959984.90959,2356566.62249
2019,2157135.06524,2535855.67295
2020,2262090.71761,2632595.21695
2021,2329547.20592,2693978.92949
2022,2377163.55061,2737308.60894
2023,2408907.7804,2766195.0619
2024,2436683.98147,2791470.70824
2025,2468428.21126,2820357.1612
2026,2508108.4985,2856465.2274
2027,2559864.15617,2905005.88615
2028,2587815.53652,2930456.71177
2029,2623753.02553,2963179.20185
2030,2647711.35154,2984994.19523
2031,2704486.1136,3038196.73626
