year,Base case cost,Modeled residential ashp
2017,87612.0027924,177390.853019
2018,93918.0757934,179900.382471
2019,102417.56549,183760.999648
2020,101824.836495,180303.914892
2021,104445.504751,180634.341262
2022,106542.039356,180686.878917
2023,107852.373484,180307.866802
2024,103868.278428,174770.303255
2025,105118.061249,174383.737462
2026,106867.757198,174304.526252
2027,108117.540019,173968.502941
2028,103830.688427,168229.296249
2029,105257.766244,168009.704273
2030,100801.370992,162148.025273
2031,102155.78724,161901.739846
