year,Base case cost,Modeled non-residential ashp
2017,349976.773279,462319.882885
2018,375167.146865,482820.10754
2019,409119.389525,511060.974826
2020,425547.894038,523935.20475
2021,436500.230379,532032.338641
2022,445262.099453,538239.81273
2023,450738.267624,541594.020563
2024,455119.20216,544019.672541
2025,460595.370331,547441.498303
2026,468262.00577,552821.480562
2027,473738.173941,556307.791809
2028,478119.108478,558862.451027
2029,484690.510283,563373.026134
2030,489071.44482,565987.742138
2031,495642.846625,570556.96645
