year,Base case cost,Modeled non-residential ashp
2017,20610.678575,47495.5077775
2018,22978.5216401,44386.515413
2019,26372.4300334,40249.9463965
2020,27950.9920768,37976.4335954
2021,29134.9136093,36120.092959
2022,29924.194631,34680.5578897
2023,30555.6194484,33416.5522962
2024,31029.1880614,32327.7264879
2025,31581.6847766,31172.8209671
2026,32370.9657983,29790.8902547
2027,32923.4625135,28663.4449133
2028,33397.0311265,27629.5548679
2029,34107.3840461,26367.6855194
2030,34502.0245569,25439.6757887
2031,35212.3774764,24202.7813089
