year,Base case cost,Modeled residential ashp
2017,24086.052825,123164.275294
2018,26853.1617748,111057.056817
2019,30819.3512696,94884.1282436
2020,32664.0905695,86070.7351942
2021,33089.8727307,77944.3858529
2022,33986.2957957,72393.3241068
2023,34703.4342477,67537.3690702
2024,35241.2880867,63375.2290392
2025,34830.5775051,57907.4301323
2026,35701.0539852,52543.203588
2027,36310.3875213,48196.8825509
2028,35734.7895369,43124.215101
2029,36494.8664426,38206.0834988
2030,35782.9222988,33501.1817534
2031,36519.647278,28651.9516145
