year,Base case cost,Modeled non-residential ashp
2017,438571.355572,487488.140555
2018,467888.629499,510916.325234
2019,508481.778013,543954.087357
2020,527650.764811,558832.577066
2021,540054.226857,567998.751033
2022,550202.513985,575281.915591
2023,558095.626196,580681.320087
2024,563733.56349,584196.231456
2025,570499.088242,588698.49007
2026,579519.787912,595144.915572
2027,586285.312664,599704.750244
2028,591923.249958,603334.846115
2029,599816.362169,608907.108341
2030,605454.299462,612590.826093
2031,613347.411673,618215.453437
