year,annotation,diesel generation efficiency
2002,,14.03
2003,,13.92
2004,,14.06
2005,,13.95
2006,,13.84
2007,,13.63
2008,,13.88
2009,,13.73
2010,,14.34
2011,,14.09
2012,,15.11
2013,,14.38
2014,,13.72
2015,,13.81
2016,start of forecast,13.97
2017,,13.97
2018,,13.97
2019,,13.97
2020,,13.97
2021,,13.97
2022,,13.97
2023,,13.97
2024,,13.97
2025,,13.97
2026,,13.97
2027,,13.97
2028,,13.97
2029,,13.97
2030,,13.97
2031,,13.97
2032,,13.97
2033,,13.97
2034,,13.97
2035,,13.97
2036,,13.97
2037,,13.97
2038,,13.97
2039,,13.97
2040,,13.97
