year,Base case cost,Modeled non-residential ashp
2017,25580.1460766,56855.7259373
2018,27529.4294526,54074.5644163
2019,30110.9128424,50581.3851123
2020,31322.6295355,48671.1562101
2021,32165.5628873,47195.9505172
2022,32797.7629011,45974.2764683
2023,33219.229577,45005.854607
2024,33535.3295839,44169.6083618
2025,33956.7962598,43223.6640462
2026,34483.6296046,42167.7613899
2027,34905.0962805,41243.2533676
2028,35273.8796219,40389.4899376
2029,35748.0296323,39425.0233572
2030,36011.4463047,38712.027619
2031,36538.2796496,37706.6554228
