year,Base case cost,Modeled residential ashp
2017,17667.2472292,80923.7743245
2018,19013.5441276,72690.5932607
2019,20796.4778579,62193.3734643
2020,21633.365119,56687.6159635
2021,22215.5475615,52544.6228876
2022,22652.1843934,49190.9290231
2023,22943.2756147,46625.9368864
2024,22199.6282262,43505.1947973
2025,22478.6296146,40976.1702632
2026,22827.3813501,38085.4083912
2027,23106.3827385,35602.215074
2028,23350.5089534,33333.5972087
2029,23664.3855153,30701.6495874
2030,24871.7549556,29893.6336315
2031,25235.6189822,27126.0191693
