year,Base case cost,Modeled non-residential ashp
2017,1000560.37648,1126831.54329
2018,1078033.63132,1200547.2953
2019,1177564.37224,1295068.03244
2020,1237246.49009,1352384.31518
2021,1286846.47158,1400314.2954
2022,1330421.30482,1442636.6277
2023,1367608.98606,1478989.30832
2024,1395066.12609,1505750.61449
2025,1433098.48278,1542947.97054
2026,1474091.15802,1582966.47839
2027,1515646.95023,1623548.10319
2028,1552649.67507,1659854.99418
2029,1595251.25592,1701482.40762
2030,1630500.3414,1736174.82602
2031,1674107.48825,1778807.80546
