year,Base case cost,Modeled non-residential ashp
2017,13912.3253996,98997.6892442
2018,15215.4473873,99247.4738008
2019,17049.4709256,99869.0352406
2020,17918.2189174,99855.6890149
2021,18545.6480225,99694.0377817
2022,18980.0220184,99416.2158312
2023,19317.8684597,99086.8277553
2024,19559.1873463,98705.5603941
2025,19897.0337876,98401.9583816
2026,20283.1440061,98143.2605468
2027,20620.9904474,97864.2500808
2028,20862.309334,97532.1796076
2029,21248.4195526,97309.084054
2030,21441.4746619,96967.4536477
2031,21875.8486578,96799.1865495
