year,Base case cost,Modeled non-residential ashp
2017,42580.7749764,66064.0713322
2018,45662.8586764,67987.7709225
2019,49889.7163222,70625.9875035
2020,51915.0856109,71890.1329486
2021,53235.9786252,72714.5756302
2022,54204.6335023,73319.16693
2023,54909.1097766,73758.8696935
2024,55525.5265166,74143.6096116
2025,56230.0027909,74583.3123751
2026,57022.5385995,75077.9779841
2027,57727.0148738,75517.6807476
2028,58255.3720796,75847.4578202
2029,64651.8429537,81946.0584947
2030,65133.9270262,82262.6591229
2031,66098.0951712,82895.8603794
