year,Base case cost,Modeled residential ashp
2017,120600.224363,113413.741587
2018,129293.558947,120699.582377
2019,141215.846378,130691.592602
2020,146928.609105,135479.430835
2021,150654.323927,138601.934031
2022,153386.514796,140891.769707
2023,147677.314367,134860.856411
2024,149329.858445,136231.90173
2025,151218.480248,137798.810665
2026,153343.179777,139561.583218
2027,147141.848838,133038.539412
2028,148484.495614,134139.901537
2029,150498.465778,135791.944725
2030,151617.338091,136709.746496
2031,153855.082717,138545.350038
