year,Base case cost,Modeled transmission and interties
2021,146895.174601,2321533.01407
2022,152272.664956,2327692.15453
2023,155597.55097,2331897.00056
2024,159163.875326,2335900.04513
2025,162511.46714,2340132.13563
2026,166908.066925,2345662.70701
2027,171044.306867,2350366.03629
2028,174155.758359,2354392.48709
2029,178855.859007,2359788.60626
2030,181214.991651,2363393.09315
2031,185951.42158,2368831.59784
2032,191240.359314,2374950.56192
2033,196026.742003,2381046.8279
2034,201081.809994,2386786.20013
2035,204315.872807,2390959.2544
2036,209699.418042,2397185.85248
2037,213202.923018,2400998.64402
2038,218320.81039,2406808.02468
2039,222694.704375,2411776.24666
2040,228382.507333,2418286.7732
