year,Base case cost,Modeled non-residential ashp
2017,669625.538069,847282.347368
2018,709373.619049,881046.370318
2019,762880.651137,927653.656821
2020,788869.781009,948792.566636
2021,807215.049153,962906.940562
2022,819445.227916,971414.026455
2023,828617.861989,977149.996618
2024,836261.723716,981532.174811
2025,845434.357788,987396.807422
2026,856135.764206,994742.40456
2027,865308.398278,1000729.73925
2028,872952.260005,1005357.39061
2029,883653.666422,1012880.62912
2030,889768.755804,1016203.66968
2031,900470.162222,1023838.50508
