year,annotation,consumption,consumption residential,consumption non-residential
2003,,165355.0,65190.0,100165.0
2004,,212284.0,82909.0,129375.0
2005,,246953.0,82188.0,164765.0
2006,,237475.0,86996.0,150479.0
2007,,232618.0,76934.0,155684.0
2008,,231273.0,70142.0,161131.0
2009,,233755.0,71584.0,162171.0
2010,,236982.0,66434.0,170548.0
2011,,200942.0,65151.0,135791.0
2012,,174562.0,59929.0,114633.0
2013,,153126.0,56858.0,96268.0
2014,,151790.0,57947.0,93843.0
2015,,163428.0,56539.0,106889.0
2016,start of forecast,160198.0,61198.0,99000.0
2017,,160007.0,61007.0,99000.0
2018,,159890.0,60890.0,99000.0
2019,,159846.0,60846.0,99000.0
2020,,159814.0,60814.0,99000.0
2021,,159763.0,60763.0,99000.0
2022,,159655.0,60655.0,99000.0
2023,,159477.0,60477.0,99000.0
2024,,159354.0,60354.0,99000.0
2025,,159283.0,60283.0,99000.0
2026,,159284.0,60284.0,99000.0
2027,,159247.0,60247.0,99000.0
2028,,159179.0,60179.0,99000.0
2029,,159449.0,60449.0,99000.0
2030,,159628.0,60628.0,99000.0
2031,,159710.0,60710.0,99000.0
2032,,159548.0,60548.0,99000.0
2033,,159323.0,60323.0,99000.0
2034,,159117.0,60117.0,99000.0
2035,,158991.0,59991.0,99000.0
2036,,158982.0,59982.0,99000.0
2037,,159071.0,60071.0,99000.0
2038,,159140.0,60140.0,99000.0
2039,,159116.0,60116.0,99000.0
2040,,159031.0,60031.0,99000.0
