year,Base case cost,Modeled non-residential ashp
2017,201082.911877,235292.47113
2018,214131.37764,247063.067527
2019,231924.740045,263315.313761
2020,239832.901114,270268.110618
2021,245368.613862,274997.812816
2022,249718.10245,278621.510978
2023,252485.958824,280766.48446
2024,254858.407144,282549.836513
2025,257626.263518,284716.222069
2026,260789.527946,287265.393179
2027,263557.38432,289452.198882
2028,265929.83264,291276.402714
2029,269093.097068,293855.136998
2030,271070.137335,295325.904158
2031,274233.401762,297923.210456
