year,Base case cost,Modeled residential ashp
2017,74081.0052187,110858.743433
2018,78888.1937127,114199.24227
2019,85443.4507499,118984.200122
2020,88356.898322,120802.432697
2021,90396.3116225,121918.656939
2022,91998.7077872,122690.199081
2023,93018.4144374,122997.543105
2024,93892.448709,123198.029651
2025,86896.0221941,115513.660755
2026,87962.9751209,115877.993863
2027,88896.5589319,116146.924253
2028,89696.7736271,116320.182244
2029,99136.6543388,125091.159623
2030,99865.0162318,125240.714339
2031,101030.395261,125758.371222
