year,annotation,consumption,consumption residential,consumption non-residential
2003,,359851.0,261654.0,98197.0
2004,,363299.0,240557.0,122742.0
2005,,371507.0,248902.0,122605.0
2006,,377871.0,249158.0,128713.0
2007,,374449.0,243715.0,130734.0
2008,,384713.0,253029.0,131684.0
2009,,392359.0,247886.0,144473.0
2010,,411078.0,255471.0,155607.0
2011,,408976.0,249006.0,159970.0
2012,,444318.0,267517.0,176801.0
2013,,446094.0,280334.0,165760.0
2014,start of forecast,427851.0,260340.0,167510.0
2015,,429170.0,261660.0,167510.0
2016,,430552.0,263042.0,167510.0
2017,,431733.0,264222.0,167510.0
2018,,432992.0,265481.0,167510.0
2019,,434260.0,266749.0,167510.0
2020,,436529.0,269018.0,167510.0
2021,,437824.0,270313.0,167510.0
2022,,439081.0,271571.0,167510.0
2023,,440298.0,272788.0,167510.0
2024,,441690.0,274180.0,167510.0
2025,,443088.0,275578.0,167510.0
2026,,444514.0,277004.0,167510.0
2027,,446032.0,278522.0,167510.0
2028,,448116.0,280606.0,167510.0
2029,,449684.0,282173.0,167510.0
2030,,451278.0,283767.0,167510.0
2031,,452875.0,285365.0,167510.0
2032,,454490.0,286980.0,167510.0
2033,,456137.0,288627.0,167510.0
2034,,458075.0,290565.0,167510.0
2035,,459740.0,292230.0,167510.0
2036,,461407.0,293897.0,167510.0
2037,,463006.0,295496.0,167510.0
2038,,464670.0,297159.0,167510.0
2039,,466758.0,299247.0,167510.0
2040,,468499.0,300988.0,167510.0
