year,Base case cost,Modeled transmission and interties
2021,309901.693248,2046683.02183
2022,319309.257385,2028826.09798
2023,326123.937113,2009485.49952
2024,331907.778124,1989683.22223
2025,338783.750965,1971575.58301
2026,347297.921548,1955136.60584
2027,354240.759602,1938211.8498
2028,361824.389291,1922308.66057
2029,369738.630315,1906971.2995
2030,374868.678123,1890227.68961
2031,384541.845749,1877109.78626
2032,392569.386164,1863802.26342
2033,402355.853181,1852173.76462
2034,412209.185411,1841073.01341
2035,419382.336981,1828267.96131
2036,429358.255437,1818180.88713
2037,435708.593401,1805888.66222
2038,444909.989795,1795992.0216
2039,454103.95672,1786768.04941
2040,464334.334463,1778678.16638
