year,Base case cost,Modeled non-residential ashp
2017,23378.7379863,73730.290876
2018,24815.0972158,74368.3358307
2019,26845.8119885,75594.1958906
2020,27786.8749319,75791.1660432
2021,28480.2897323,75766.9981246
2022,28975.5860184,75568.8423735
2023,29322.2934186,75243.8581401
2024,29569.9415616,74839.2135548
2025,29916.6489618,74544.700079
2026,30312.8859906,74312.4267042
2027,30659.5933908,74046.9724547
2028,30956.7711624,73748.0008069
2029,31353.0081913,73557.7977732
2030,31551.1267057,73190.8132661
2031,31996.8933631,73074.5776084
