year,Base case cost,Modeled residential ashp
2017,53261.0114721,385972.718447
2018,57398.9356656,383961.534545
2019,63032.5865423,383192.275897
2020,66211.4568898,380778.564405
2021,68857.2395723,378105.77901
2022,71065.4944211,375235.352526
2023,71915.8286577,371212.829615
2024,73554.7127582,368150.680306
2025,75460.7382199,365399.410111
2026,77517.6120209,362871.612544
2027,79473.742693,360376.023352
2028,81323.9469383,357905.078544
2029,84552.272278,356846.353782
2030,86187.1681383,354414.323029
2031,88521.0171874,352616.709378
