year,Base case cost,Modeled non-residential ashp
2017,16327.7280482,13182.3364591
2018,18170.0827625,13884.3998312
2019,20807.9997398,15057.2696139
2020,22064.1506814,15435.8412629
2021,22943.4563405,15603.7182841
2022,23571.5318113,15633.6829069
2023,24032.1204899,15574.1968472
2024,24408.9657723,15473.7261868
2025,24869.5544509,15429.3914611
2026,25413.8865256,15441.0172309
2027,25874.4752042,15411.1319669
2028,26293.1921847,15363.8933795
2029,26795.6525613,15372.113237
2030,27130.6261457,15289.681669
2031,27674.9582204,15335.3682693
