year,Base case cost,Modeled non-residential ashp
2017,135716.178961,139324.727959
2018,146213.328685,149816.062028
2019,168893.394665,172487.943011
2020,176643.05789,180233.513737
2021,181537.582031,185125.453143
2022,185616.352149,189202.069314
2023,188471.491231,192055.700634
2024,190510.87629,194094.00872
2025,193366.015373,196947.64004
2026,196629.031467,200208.932977
2027,199484.17055,203062.564297
2028,201523.555609,205100.872383
2029,214373.116008,217948.709625
2030,216507.96951,220082.486154
2031,219923.735114,223496.528601
