year,Base case cost,Modeled residential ashp
2017,135716.178961,210008.855663
2018,146213.328685,219622.76043
2019,168893.394665,241059.740915
2020,176643.05789,248187.861392
2021,181537.582031,252689.832219
2022,185616.352149,256441.474575
2023,188471.491231,259067.624224
2024,190510.87629,260943.445402
2025,193366.015373,263569.595051
2026,196629.031467,266570.908936
2027,199484.17055,269197.058585
2028,201523.555609,271072.879763
2029,214373.116008,283660.737953
2030,216507.96951,285632.027575
2031,219923.735114,288786.090969
