year,Base case cost,Modeled residential ashp
2017,122922.891887,270469.855612
2018,131718.321497,279426.505057
2019,143291.255194,291826.454888
2020,148614.804695,296616.052736
2021,152318.143478,299462.355312
2022,155095.647565,301214.617397
2023,156947.316957,301871.911689
2024,158567.527675,302283.536967
2025,160419.197066,303015.411779
2026,162733.783806,304350.073947
2027,164585.453197,305153.074289
2028,166205.663915,305706.990632
2029,168288.79198,306861.223008
2030,169677.544024,307197.978707
2031,171760.672089,308416.899374
