year,Base case cost,Modeled non-residential ashp
2017,590522.644055,592360.101577
2018,678437.999432,660995.387438
2019,789489.518446,745536.81087
2020,852741.586022,796136.332827
2021,901036.234902,835995.951294
2022,939231.141122,866960.831446
2023,962598.652087,886110.827205
2024,979565.769077,898860.428988
2025,999905.342908,914982.487613
2026,1025240.31575,934894.940909
2027,1055298.26809,960132.875861
2028,1086829.78581,987446.878384
2029,1072877.57241,968072.145428
2030,1059166.7714,951348.833558
2031,1067684.50735,953841.547778
