year,Base case cost,Modeled residential ashp
2017,190349.881277,-72641.7066631
2018,211442.457696,-176475.063332
2019,239159.853531,-314926.178831
2020,254512.510752,-388737.616796
2021,265787.377788,-440766.375494
2022,275045.244408,-481742.743278
2023,282773.939708,-514381.632506
2024,289483.187463,-541375.905977
2025,296833.527051,-570659.573289
2026,305001.695887,-608454.238322
2027,313102.600692,-639670.780177
2028,318126.428183,-667324.94858
2029,327988.467525,-699487.543183
2030,335046.450106,-718238.025755
2031,344705.046593,-753333.898053
