year,Base case cost,Modeled residential ashp
2017,11915.1119864,123784.477412
2018,12836.7022895,122282.763784
2019,14133.7553087,120971.211901
2020,14782.2818182,119449.15721
2021,15191.8775085,117875.457997
2022,15533.2072504,116315.746196
2023,15772.1380697,114755.748208
2024,15942.8029406,113207.855316
2025,16181.73376,111724.445085
2026,16454.7975535,110291.309291
2027,16693.7283728,108880.938957
2028,16864.3932437,107479.166829
2029,18460.4001513,107474.717273
2030,18644.2396675,106154.143482
2031,18938.3828933,104914.259591
