year,Base case cost,Modeled non-residential ashp
2017,14397.1069696,50878.7409667
2018,15535.8432004,49069.5672032
2019,17141.7532694,46723.0437485
2020,17900.9107566,45381.3464978
2021,18426.4813247,44324.418855
2022,18806.0600683,43449.1843299
2023,19068.8453523,42721.1249274
2024,19302.4322714,42037.1755699
2025,19565.2175555,41328.5531224
2026,19886.3995693,40560.7561803
2027,20178.3832182,39836.3939464
2028,20382.7717725,39223.8044389
2029,20703.9537863,38482.8436964
2030,20879.1439756,37921.7940392
2031,21200.3259894,37197.6921824
