year,Base case cost,Modeled residential ashp
2017,25378.7349341,271650.655645
2018,26911.2948068,261437.280752
2019,28954.7079705,248966.915136
2020,29929.973344,241446.941049
2021,30580.1502598,235483.092446
2022,32349.9059876,231484.451764
2023,32736.4792209,226946.612423
2024,33026.4091459,222896.031471
2025,33364.6607251,218700.679868
2026,33799.5556126,214148.871956
2027,34186.128846,209869.571131
2028,34476.058771,206071.469215
2029,34862.6320043,201912.525992
2030,35152.5619293,198231.9608
2031,35587.4568168,193977.646126
