year,Base case cost,Modeled residential ashp
2017,86681.6540256,450010.545021
2018,90179.2015206,443397.216312
2019,96835.719688,439133.01237
2020,98154.7939911,431802.196348
2021,100167.012736,425926.813976
2022,101676.176794,420005.968088
2023,102808.049838,414086.516487
2024,103688.395539,408215.402064
2025,104694.504911,402540.710889
2026,105952.141626,397109.552814
2027,107084.01467,391767.001133
2028,106035.984648,384530.889852
2029,107147.641053,379436.686125
2030,107888.745323,374327.213875
2031,109123.919106,369537.415915
