year,Base case cost,Modeled residential ashp
2017,90839.7597707,444958.828546
2018,102523.242041,407499.715501
2019,116210.766981,359783.138911
2020,123322.511086,330819.295094
2021,128063.673823,308097.695219
2022,131320.879778,286929.083986
2023,132972.782409,269971.124078
2024,132777.696486,252798.987171
2025,134008.430604,234502.475656
2026,135557.438069,215360.999729
2027,137055.693603,199177.534798
2028,138529.033391,183187.754564
2029,136411.653395,162428.274842
2030,133873.340319,145633.709175
2031,133420.233411,125558.106715
