year,Base case cost,Modeled non-residential ashp
2017,20476.9519814,48899.9223598
2018,22868.9917411,45362.3030878
2019,26058.3780873,40923.1066454
2020,27653.0712605,38341.3522853
2021,28716.2000425,36390.2017983
2022,29602.1406943,34660.4406226
2023,30133.7050853,33356.0741424
2024,30576.6754112,32170.1083247
2025,31196.8338674,30795.5583622
2026,31905.5863888,29334.2552402
2027,32437.1507798,28092.4420355
2028,32968.7151709,26865.3616762
2029,33588.8736271,25550.4672096
2030,33943.2498878,24556.228264
2031,34652.0024092,23166.9034947
