year,Base case cost,Modeled residential ashp
2017,14174757.2422,16403600.7676
2018,15030187.5952,17027730.3536
2019,16184248.2091,17904612.0446
2020,16763372.2716,18305467.6872
2021,17211543.6827,18599121.3594
2022,17565601.2347,18816993.5015
2023,17817191.7352,18950678.4576
2024,18077247.528,19094963.4493
2025,18332148.499,19236178.3303
2026,18655307.49,19436957.823
2027,18906730.8991,19578719.1269
2028,19166763.4609,19731031.1223
2029,19476641.3634,19929719.8616
2030,19713508.6349,20067978.8243
2031,20046934.3155,20288510.5059
