year,Base case cost,Modeled transmission and interties
2021,108446.683859,883396.929958
2022,111033.881089,873244.353719
2023,112758.679241,862729.155745
2024,114267.877625,852167.69155
2025,115992.675778,842199.469569
2026,118148.673469,832656.657341
2027,119873.471622,823210.072245
2028,121382.670006,813853.673997
2029,123323.067928,805066.059204
2030,124616.666542,795872.476128
2031,126557.064464,787720.785947
2032,128713.062155,779636.503669
2033,130869.059846,771937.261441
2034,133240.657306,764456.321438
2035,134534.255921,756542.572954
2036,136905.853381,749483.007865
2037,138199.451996,741980.758402
2038,140571.049456,735484.546348
2039,142295.847609,728536.231451
2040,144667.445069,722423.257718
