year,Base case cost,Modeled non-residential ashp
2017,412977.800692,936650.816653
2018,441321.723615,928477.224826
2019,482549.247868,922973.992906
2020,500586.289729,913533.493101
2021,514758.251191,903684.428026
2022,523776.772121,893184.074626
2023,531506.932919,882732.772769
2024,536660.37345,872088.122154
2025,543102.174115,861950.779427
2026,550832.334912,852314.379729
2027,558562.495709,842936.981791
2028,563715.936241,833341.065542
2029,571446.097038,824463.602791
2030,576599.53757,815355.904507
2031,584329.698367,806955.21684
