year,Base case cost,Modeled residential ashp
2017,229020.104072,215820.509932
2018,260053.057516,243790.881487
2019,303903.395083,283251.518347
2020,321243.228436,298651.716504
2021,339835.002218,315814.285405
2022,355094.047307,330052.469865
2023,361704.840741,335948.660859
2024,373551.716503,347183.020243
2025,386565.425104,359482.126403
2026,395351.002947,367348.92968
2027,408730.138469,380013.462761
2028,414682.519126,385353.32704
2029,429387.368757,399241.488167
2030,434427.126606,403770.815702
2031,450489.4666,418914.381129
