year,Base case cost,Modeled residential ashp
2017,672455.239498,896878.495737
2018,739609.36008,958222.20037
2019,824689.631556,1035480.75807
2020,883074.92884,1090066.93723
2021,934605.874443,1138916.1524
2022,980230.69281,1182753.15047
2023,1029383.19641,1230564.78886
2024,1077411.37312,1277475.57788
2025,1121691.53028,1320414.86982
2026,1175337.78773,1372496.78452
2027,1227801.01747,1423619.14903
2028,1278869.89654,1473570.64042
2029,1335263.35227,1528399.7534
2030,1385501.40853,1577743.89952
2031,1443655.88881,1634334.03703
