year,Base case cost,Modeled residential ashp
2017,1260733.9942,2067784.81828
2018,1429998.06935,2144494.91248
2019,1641958.75277,2241323.28175
2020,1755736.66486,2286743.25226
2021,1841644.61258,2320226.10565
2022,1903206.33263,2335007.06877
2023,1942211.3583,2338001.99296
2024,1965861.95824,2328694.29035
2025,2000734.11302,2325941.35645
2026,2041075.06429,2326548.47507
2027,2085477.2435,2336804.55997
2028,2124936.6081,2342556.85103
2029,2105695.24654,2287468.05648
2030,2084393.20419,2238444.53559
2031,2100149.74396,2216612.10459
