year,Base case cost,Modeled non-residential ashp
2017,474118.959623,600167.271421
2018,529503.735799,637252.693367
2019,603350.104033,687638.876602
2020,640273.28815,711607.140883
2021,664888.744228,726808.178645
2022,685401.624293,739124.645897
2023,697709.352332,745613.178865
2024,707965.792365,750685.488754
2025,722324.80841,758753.317581
2026,738735.112462,768344.402708
2027,751042.840501,775044.493546
2028,763350.56854,781794.411606
2029,777709.584586,790063.99773
2030,785914.736612,793968.076746
2031,802325.040664,803802.595707
